Gene	Approved	Suggested.Symbol	cell_type	meta_program	gene_rank	orig_in_10x	suggest_in_10x	Updated_Symbol
RUVBL1	TRUE	RUVBL1	Epithelial	myc	25	TRUE	TRUE	NA
TRAP1	TRUE	TRAP1	Epithelial	myc	26	TRUE	TRUE	NA
AKR1B10	TRUE	AKR1B10	Epithelial	myc	27	TRUE	TRUE	NA
CA2	TRUE	CA2	Epithelial	myc	28	TRUE	TRUE	NA
CKMT1A	TRUE	CKMT1A	Epithelial	myc	29	TRUE	TRUE	NA
DCTPP1	TRUE	DCTPP1	Epithelial	myc	30	TRUE	TRUE	NA
EBNA1BP2	TRUE	EBNA1BP2	Epithelial	myc	31	TRUE	TRUE	NA
EBPL	TRUE	EBPL	Epithelial	myc	32	TRUE	TRUE	NA
EIF4EBP1	TRUE	EIF4EBP1	Epithelial	myc	33	TRUE	TRUE	NA
EXOSC5	TRUE	EXOSC5	Epithelial	myc	34	TRUE	TRUE	NA
GNL3	TRUE	GNL3	Epithelial	myc	35	TRUE	TRUE	NA
ISOC2	TRUE	ISOC2	Epithelial	myc	36	TRUE	TRUE	NA
LYZ	TRUE	LYZ	Epithelial	myc	37	TRUE	TRUE	NA
MRPL24	TRUE	MRPL24	Epithelial	myc	38	TRUE	TRUE	NA
MT1G	TRUE	MT1G	Epithelial	myc	39	TRUE	TRUE	NA
NOB1	TRUE	NOB1	Epithelial	myc	40	TRUE	TRUE	NA
OLFM4	TRUE	OLFM4	Epithelial	myc	41	TRUE	TRUE	NA
PAICS	TRUE	PAICS	Epithelial	myc	42	TRUE	TRUE	NA
PHB	TRUE	PHB	Epithelial	myc	43	TRUE	TRUE	NA
PRMT1	TRUE	PRMT1	Epithelial	myc	44	TRUE	TRUE	NA
RSL1D1	TRUE	RSL1D1	Epithelial	myc	45	TRUE	TRUE	NA
STOML2	TRUE	STOML2	Epithelial	myc	46	TRUE	TRUE	NA
TOMM22	TRUE	TOMM22	Epithelial	myc	47	TRUE	TRUE	NA
TPPP3	TRUE	TPPP3	Epithelial	myc	48	TRUE	TRUE	NA
CISD3	TRUE	CISD3	Epithelial	myc	49	TRUE	TRUE	NA
F12	TRUE	F12	Epithelial	myc	50	TRUE	TRUE	NA
LRRC26	TRUE	LRRC26	Epithelial	androgen_prostate	1	TRUE	TRUE	NA
NKX3-1	TRUE	NKX3-1	Epithelial	androgen_prostate	2	TRUE	TRUE	NA
RDH11	TRUE	RDH11	Epithelial	androgen_prostate	3	TRUE	TRUE	NA
TMPRSS2	TRUE	TMPRSS2	Epithelial	androgen_prostate	4	TRUE	TRUE	NA
TSPAN8	TRUE	TSPAN8	Epithelial	androgen_prostate	5	TRUE	TRUE	NA
ACPP	FALSE	ACP3	Epithelial	androgen_prostate	6	TRUE	FALSE	NA
KIAA1324	TRUE	KIAA1324	Epithelial	androgen_prostate	7	TRUE	TRUE	NA
ADIRF	TRUE	ADIRF	Epithelial	androgen_prostate	8	TRUE	TRUE	NA
AGR2	TRUE	AGR2	Epithelial	androgen_prostate	9	TRUE	TRUE	NA
AZGP1	TRUE	AZGP1	Epithelial	androgen_prostate	10	TRUE	TRUE	NA
DHRS7	TRUE	DHRS7	Epithelial	androgen_prostate	11	TRUE	TRUE	NA
GOLM1	TRUE	GOLM1	Epithelial	androgen_prostate	12	TRUE	TRUE	NA
KLK3	TRUE	KLK3	Epithelial	androgen_prostate	13	TRUE	TRUE	NA
SEC11C	TRUE	SEC11C	Epithelial	androgen_prostate	14	TRUE	TRUE	NA
SLC44A4	TRUE	SLC44A4	Epithelial	androgen_prostate	15	TRUE	TRUE	NA
STEAP2	TRUE	STEAP2	Epithelial	androgen_prostate	16	TRUE	TRUE	NA
STEAP4	TRUE	STEAP4	Epithelial	androgen_prostate	17	TRUE	TRUE	NA
CRACR2B	TRUE	CRACR2B	Epithelial	androgen_prostate	18	TRUE	TRUE	NA
H2AFJ	FALSE	H2AJ	Epithelial	androgen_prostate	19	TRUE	FALSE	NA
KLK2	TRUE	KLK2	Epithelial	androgen_prostate	20	TRUE	TRUE	NA
MSMB	TRUE	MSMB	Epithelial	androgen_prostate	21	TRUE	TRUE	NA
PLA2G2A	TRUE	PLA2G2A	Epithelial	androgen_prostate	22	TRUE	TRUE	NA
PPP1R1B	TRUE	PPP1R1B	Epithelial	androgen_prostate	23	TRUE	TRUE	NA
SLC45A3	TRUE	SLC45A3	Epithelial	androgen_prostate	24	TRUE	TRUE	NA
SORD	TRUE	SORD	Epithelial	androgen_prostate	25	TRUE	TRUE	NA
SPDEF	TRUE	SPDEF	Epithelial	androgen_prostate	26	TRUE	TRUE	NA
TRGC1	TRUE	TRGC1	Epithelial	androgen_prostate	27	TRUE	TRUE	NA
CDC42EP5	TRUE	CDC42EP5	Epithelial	androgen_prostate	28	TRUE	TRUE	NA
CPE	TRUE	CPE	Epithelial	androgen_prostate	29	TRUE	TRUE	NA
FAM3D	TRUE	FAM3D	Epithelial	androgen_prostate	30	TRUE	TRUE	NA
KLK11	TRUE	KLK11	Epithelial	androgen_prostate	31	TRUE	TRUE	NA
LAMP2	TRUE	LAMP2	Epithelial	androgen_prostate	32	TRUE	TRUE	NA
NDRG1	TRUE	NDRG1	Epithelial	androgen_prostate	33	TRUE	TRUE	NA
NPDC1	TRUE	NPDC1	Epithelial	androgen_prostate	34	TRUE	TRUE	NA
NUCB2	TRUE	NUCB2	Epithelial	androgen_prostate	35	TRUE	TRUE	NA
PDLIM5	TRUE	PDLIM5	Epithelial	androgen_prostate	36	TRUE	TRUE	NA
PLPP1	TRUE	PLPP1	Epithelial	androgen_prostate	37	TRUE	TRUE	NA
PPP3CA	TRUE	PPP3CA	Epithelial	androgen_prostate	38	TRUE	TRUE	NA
RAMP1	TRUE	RAMP1	Epithelial	androgen_prostate	39	TRUE	TRUE	NA
SCGB2A1	TRUE	SCGB2A1	Epithelial	androgen_prostate	40	TRUE	TRUE	NA
SLC12A2	TRUE	SLC12A2	Epithelial	androgen_prostate	41	TRUE	TRUE	NA
SLC39A6	TRUE	SLC39A6	Epithelial	androgen_prostate	42	TRUE	TRUE	NA
SMS	TRUE	SMS	Epithelial	androgen_prostate	43	TRUE	TRUE	NA
TFF1	TRUE	TFF1	Epithelial	androgen_prostate	44	TRUE	TRUE	NA
TFF3	TRUE	TFF3	Epithelial	androgen_prostate	45	TRUE	TRUE	NA
TSPAN1	TRUE	TSPAN1	Epithelial	androgen_prostate	46	TRUE	TRUE	NA
VSIG2	TRUE	VSIG2	Epithelial	androgen_prostate	47	TRUE	TRUE	NA
WNK4	TRUE	WNK4	Epithelial	androgen_prostate	48	TRUE	TRUE	NA
NOV	FALSE	CCN3 /// PLXNA1 /// RPL10	Epithelial	androgen_prostate	49	TRUE	FALSE	NA
IFI6	TRUE	IFI6	Epithelial	androgen_prostate	50	TRUE	TRUE	NA
HBEGF	TRUE	HBEGF	Epithelial	epi3	1	TRUE	TRUE	NA
ODC1	TRUE	ODC1	Epithelial	epi3	2	TRUE	TRUE	NA
AREG	TRUE	AREG	Epithelial	epi3	3	TRUE	TRUE	NA
KRT16	TRUE	KRT16	Epithelial	epi3	4	TRUE	TRUE	NA
PHLDA1	TRUE	PHLDA1	Epithelial	epi3	5	TRUE	TRUE	NA
FGFBP1	TRUE	FGFBP1	Epithelial	epi3	6	TRUE	TRUE	NA
FOSL1	TRUE	FOSL1	Epithelial	epi3	7	TRUE	TRUE	NA
KRT17	TRUE	KRT17	Epithelial	epi3	8	TRUE	TRUE	NA
KRT6A	TRUE	KRT6A	Epithelial	epi3	9	TRUE	TRUE	NA
NDRG1	TRUE	NDRG1	Epithelial	epi3	10	TRUE	TRUE	NA
EPHA2	TRUE	EPHA2	Epithelial	epi3	11	TRUE	TRUE	NA
IER3	TRUE	IER3	Epithelial	epi3	12	TRUE	TRUE	NA
KRT6B	TRUE	KRT6B	Epithelial	epi3	13	TRUE	TRUE	NA
LAMA3	TRUE	LAMA3	Epithelial	epi3	14	TRUE	TRUE	NA
LAMC2	TRUE	LAMC2	Epithelial	epi3	15	TRUE	TRUE	NA
LYPD3	TRUE	LYPD3	Epithelial	epi3	16	TRUE	TRUE	NA
MAP7D1	TRUE	MAP7D1	Epithelial	epi3	17	TRUE	TRUE	NA
PTPRE	TRUE	PTPRE	Epithelial	epi3	18	TRUE	TRUE	NA
S100A9	TRUE	S100A9	Epithelial	epi3	19	TRUE	TRUE	NA
SMOX	TRUE	SMOX	Epithelial	epi3	20	TRUE	TRUE	NA
TNFRSF12A	TRUE	TNFRSF12A	Epithelial	epi3	21	TRUE	TRUE	NA
ANXA1	TRUE	ANXA1	Epithelial	epi3	22	TRUE	TRUE	NA
BNIP3	TRUE	BNIP3	Epithelial	epi3	23	TRUE	TRUE	NA
CALD1	TRUE	CALD1	Epithelial	epi3	24	TRUE	TRUE	NA
CDKN1A	TRUE	CDKN1A	Epithelial	epi3	25	TRUE	TRUE	NA
ECM1	TRUE	ECM1	Epithelial	epi3	26	TRUE	TRUE	NA
EGLN3	TRUE	EGLN3	Epithelial	epi3	27	TRUE	TRUE	NA
HAS3	TRUE	HAS3	Epithelial	epi3	28	TRUE	TRUE	NA
INHBA	TRUE	INHBA	Epithelial	epi3	29	TRUE	TRUE	NA
LY6D	TRUE	LY6D	Epithelial	epi3	30	TRUE	TRUE	NA
NDUFA4L2	TRUE	NDUFA4L2	Epithelial	epi3	31	TRUE	TRUE	NA
NPPB	TRUE	NPPB	Epithelial	epi3	32	TRUE	TRUE	NA
PHLDA2	TRUE	PHLDA2	Epithelial	epi3	33	TRUE	TRUE	NA
S100A2	TRUE	S100A2	Epithelial	epi3	34	TRUE	TRUE	NA
S100A8	TRUE	S100A8	Epithelial	epi3	35	TRUE	TRUE	NA
SERPINB2	TRUE	SERPINB2	Epithelial	epi3	36	TRUE	TRUE	NA
TGM1	TRUE	TGM1	Epithelial	epi3	37	TRUE	TRUE	NA
TUBA1C	TRUE	TUBA1C	Epithelial	epi3	38	TRUE	TRUE	NA
TUBB6	TRUE	TUBB6	Epithelial	epi3	39	TRUE	TRUE	NA
VEGFA	TRUE	VEGFA	Epithelial	epi3	40	TRUE	TRUE	NA
KRT6C	TRUE	KRT6C	Epithelial	epi3	41	TRUE	TRUE	NA
GJB2	TRUE	GJB2	Epithelial	epi3	42	TRUE	TRUE	NA
KDM6B	TRUE	KDM6B	Epithelial	epi3	43	TRUE	TRUE	NA
GJB3	TRUE	GJB3	Epithelial	epi3	44	TRUE	TRUE	NA
SOWAHC	TRUE	SOWAHC	Epithelial	epi3	45	TRUE	TRUE	NA
KLHL21	TRUE	KLHL21	Epithelial	epi3	46	TRUE	TRUE	NA
FSCN1	TRUE	FSCN1	Epithelial	epi3	47	TRUE	TRUE	NA
DDX21	TRUE	DDX21	Epithelial	epi3	48	TRUE	TRUE	NA
NOP16	TRUE	NOP16	Epithelial	epi3	49	TRUE	TRUE	NA
ZC3H12A	TRUE	ZC3H12A	Epithelial	epi3	50	TRUE	TRUE	NA
ALDOB	TRUE	ALDOB	Epithelial	pdac_related3	1	TRUE	TRUE	NA
PIGR	TRUE	PIGR	Epithelial	pdac_related3	2	TRUE	TRUE	NA
ANPEP	TRUE	ANPEP	Epithelial	pdac_related3	3	TRUE	TRUE	NA
SMIM24	FALSE	SMIM24	Epithelial	pdac_related3	4	FALSE	TRUE	SMIM24
CDHR5	TRUE	CDHR5	Epithelial	pdac_related3	5	TRUE	TRUE	NA
CES2	TRUE	CES2	Epithelial	pdac_related3	6	TRUE	TRUE	NA
FABP1	TRUE	FABP1	Epithelial	pdac_related3	7	TRUE	TRUE	NA
FABP2	TRUE	FABP2	Epithelial	pdac_related3	8	TRUE	TRUE	NA
PHGR1	TRUE	PHGR1	Epithelial	pdac_related3	9	TRUE	TRUE	NA
PRAP1	TRUE	PRAP1	Epithelial	pdac_related3	10	TRUE	TRUE	NA
TM4SF20	TRUE	TM4SF20	Epithelial	pdac_related3	11	TRUE	TRUE	NA
VNN1	TRUE	VNN1	Epithelial	pdac_related3	12	TRUE	TRUE	NA
AOC1	TRUE	AOC1	Epithelial	pdac_related3	13	TRUE	TRUE	NA
APOA4	TRUE	APOA4	Epithelial	pdac_related3	14	TRUE	TRUE	NA
APOB	TRUE	APOB	Epithelial	pdac_related3	15	TRUE	TRUE	NA
CDH17	TRUE	CDH17	Epithelial	pdac_related3	16	TRUE	TRUE	NA
CDHR2	TRUE	CDHR2	Epithelial	pdac_related3	17	TRUE	TRUE	NA
MUC13	TRUE	MUC13	Epithelial	pdac_related3	18	TRUE	TRUE	NA
SI	TRUE	SI	Epithelial	pdac_related3	19	TRUE	TRUE	NA
TMPRSS15	TRUE	TMPRSS15	Epithelial	pdac_related3	20	TRUE	TRUE	NA
AMN	TRUE	AMN	Epithelial	pdac_related3	21	TRUE	TRUE	NA
APOA1	TRUE	APOA1	Epithelial	pdac_related3	22	TRUE	TRUE	NA
FOLH1	TRUE	FOLH1	Epithelial	pdac_related3	23	TRUE	TRUE	NA
HPGD	TRUE	HPGD	Epithelial	pdac_related3	24	TRUE	TRUE	NA
HSD17B2	TRUE	HSD17B2	Epithelial	pdac_related3	25	TRUE	TRUE	NA
MEP1A	TRUE	MEP1A	Epithelial	pdac_related3	26	TRUE	TRUE	NA
SELENOP	FALSE	SELENOP	Epithelial	pdac_related3	27	FALSE	TRUE	SELENOP
SLC26A3	TRUE	SLC26A3	Epithelial	pdac_related3	28	TRUE	TRUE	NA
SLC5A1	TRUE	SLC5A1	Epithelial	pdac_related3	29	TRUE	TRUE	NA
TSPAN8	TRUE	TSPAN8	Epithelial	pdac_related3	30	TRUE	TRUE	NA
ADIRF	TRUE	ADIRF	Epithelial	pdac_related3	31	TRUE	TRUE	NA
CD74	TRUE	CD74	Epithelial	pdac_related3	32	TRUE	TRUE	NA
CYP3A4	TRUE	CYP3A4	Epithelial	pdac_related3	33	TRUE	TRUE	NA
DHRS11	TRUE	DHRS11	Epithelial	pdac_related3	34	TRUE	TRUE	NA
KRT20	TRUE	KRT20	Epithelial	pdac_related3	35	TRUE	TRUE	NA
MT1G	TRUE	MT1G	Epithelial	pdac_related3	36	TRUE	TRUE	NA
MT1H	TRUE	MT1H	Epithelial	pdac_related3	37	TRUE	TRUE	NA
MTTP	TRUE	MTTP	Epithelial	pdac_related3	38	TRUE	TRUE	NA
PCK1	TRUE	PCK1	Epithelial	pdac_related3	39	TRUE	TRUE	NA
PDK4	TRUE	PDK4	Epithelial	pdac_related3	40	TRUE	TRUE	NA
PLAC8	TRUE	PLAC8	Epithelial	pdac_related3	41	TRUE	TRUE	NA
RBP2	TRUE	RBP2	Epithelial	pdac_related3	42	TRUE	TRUE	NA
TM4SF4	TRUE	TM4SF4	Epithelial	pdac_related3	43	TRUE	TRUE	NA
UGT2A3	TRUE	UGT2A3	Epithelial	pdac_related3	44	TRUE	TRUE	NA
ITM2C	TRUE	ITM2C	Epithelial	pdac_related3	45	TRUE	TRUE	NA
SGK1	TRUE	SGK1	Epithelial	pdac_related3	46	TRUE	TRUE	NA
CLDN3	TRUE	CLDN3	Epithelial	pdac_related3	47	TRUE	TRUE	NA
ACE2	TRUE	ACE2	Epithelial	pdac_related3	48	TRUE	TRUE	NA
IL32	TRUE	IL32	Epithelial	pdac_related3	49	TRUE	TRUE	NA
CYP2C18	TRUE	CYP2C18	Epithelial	pdac_related3	50	TRUE	TRUE	NA
CD9	TRUE	CD9	Epithelial	epi4	1	TRUE	TRUE	NA
EPCAM	TRUE	EPCAM	Epithelial	epi4	2	TRUE	TRUE	NA
HSP90B1	TRUE	HSP90B1	Epithelial	epi4	3	TRUE	TRUE	NA
SPINT2	TRUE	SPINT2	Epithelial	epi4	4	TRUE	TRUE	NA
APLP2	TRUE	APLP2	Epithelial	epi4	5	TRUE	TRUE	NA
BSG	TRUE	BSG	Epithelial	epi4	6	TRUE	TRUE	NA
CD63	TRUE	CD63	Epithelial	epi4	7	TRUE	TRUE	NA
LAPTM4A	TRUE	LAPTM4A	Epithelial	epi4	8	TRUE	TRUE	NA
LGALS3BP	TRUE	LGALS3BP	Epithelial	epi4	9	TRUE	TRUE	NA
P4HB	TRUE	P4HB	Epithelial	epi4	10	TRUE	TRUE	NA
PDIA3	TRUE	PDIA3	Epithelial	epi4	11	TRUE	TRUE	NA
PDIA6	TRUE	PDIA6	Epithelial	epi4	12	TRUE	TRUE	NA
TMED9	TRUE	TMED9	Epithelial	epi4	13	TRUE	TRUE	NA
CALR	TRUE	CALR	Epithelial	epi4	14	TRUE	TRUE	NA
CST3	TRUE	CST3	Epithelial	epi4	15	TRUE	TRUE	NA
LMAN1	TRUE	LMAN1	Epithelial	epi4	16	TRUE	TRUE	NA
NPC2	TRUE	NPC2	Epithelial	epi4	17	TRUE	TRUE	NA
PAEP	TRUE	PAEP	Epithelial	epi4	18	TRUE	TRUE	NA
PSAP	TRUE	PSAP	Epithelial	epi4	19	TRUE	TRUE	NA
TACSTD2	TRUE	TACSTD2	Epithelial	epi4	20	TRUE	TRUE	NA
TMEM59	TRUE	TMEM59	Epithelial	epi4	21	TRUE	TRUE	NA
WFDC2	TRUE	WFDC2	Epithelial	epi4	22	TRUE	TRUE	NA
SFTPB	TRUE	SFTPB	Epithelial	epi4	23	TRUE	TRUE	NA
TFPI	TRUE	TFPI	Epithelial	epi4	24	TRUE	TRUE	NA
APP	TRUE	APP	Epithelial	epi4	25	TRUE	TRUE	NA
CANX	TRUE	CANX	Epithelial	epi4	26	TRUE	TRUE	NA
NAPSA	TRUE	NAPSA	Epithelial	epi4	27	TRUE	TRUE	NA
HLA-A	TRUE	HLA-A	Epithelial	epi4	28	TRUE	TRUE	NA
AGR2	TRUE	AGR2	Epithelial	epi4	29	TRUE	TRUE	NA
TMED10	TRUE	TMED10	Epithelial	epi4	30	TRUE	TRUE	NA
CD74	TRUE	CD74	Epithelial	epi4	31	TRUE	TRUE	NA
SYPL1	TRUE	SYPL1	Epithelial	epi4	32	TRUE	TRUE	NA
SYNGR2	TRUE	SYNGR2	Epithelial	epi4	33	TRUE	TRUE	NA
PPIB	TRUE	PPIB	Epithelial	epi4	34	TRUE	TRUE	NA
TMED2	TRUE	TMED2	Epithelial	epi4	35	TRUE	TRUE	NA
MYDGF	TRUE	MYDGF	Epithelial	epi4	36	TRUE	TRUE	NA
HLA-B	TRUE	HLA-B	Epithelial	epi4	37	TRUE	TRUE	NA
ICAM1	TRUE	ICAM1	Epithelial	epi4	38	TRUE	TRUE	NA
AREG	TRUE	AREG	Epithelial	epi4	39	TRUE	TRUE	NA
CTSH	TRUE	CTSH	Epithelial	epi4	40	TRUE	TRUE	NA
PERP	TRUE	PERP	Epithelial	epi4	41	TRUE	TRUE	NA
TSPAN13	TRUE	TSPAN13	Epithelial	epi4	42	TRUE	TRUE	NA
TMCO1	TRUE	TMCO1	Epithelial	epi4	43	TRUE	TRUE	NA
CEACAM6	TRUE	CEACAM6	Epithelial	epi4	44	TRUE	TRUE	NA
ITM2B	TRUE	ITM2B	Epithelial	epi4	45	TRUE	TRUE	NA
BCAM	TRUE	BCAM	Epithelial	epi4	46	TRUE	TRUE	NA
CCL20	TRUE	CCL20	Epithelial	epi4	47	TRUE	TRUE	NA
ITGB1	TRUE	ITGB1	Epithelial	epi4	48	TRUE	TRUE	NA
LY6E	TRUE	LY6E	Epithelial	epi4	49	TRUE	TRUE	NA
CD47	TRUE	CD47	Epithelial	epi4	50	TRUE	TRUE	NA
CTHRC1	TRUE	CTHRC1	Fibroblasts	caf1	1	TRUE	TRUE	NA
POSTN	TRUE	POSTN	Fibroblasts	caf1	2	TRUE	TRUE	NA
COL1A1	TRUE	COL1A1	Fibroblasts	caf1	3	TRUE	TRUE	NA
SFRP2	TRUE	SFRP2	Fibroblasts	caf1	4	TRUE	TRUE	NA
COL8A1	TRUE	COL8A1	Fibroblasts	caf1	5	TRUE	TRUE	NA
FN1	TRUE	FN1	Fibroblasts	caf1	6	TRUE	TRUE	NA
COL10A1	TRUE	COL10A1	Fibroblasts	caf1	7	TRUE	TRUE	NA
LUM	TRUE	LUM	Fibroblasts	caf1	8	TRUE	TRUE	NA
SFRP4	TRUE	SFRP4	Fibroblasts	caf1	9	TRUE	TRUE	NA
THBS2	TRUE	THBS2	Fibroblasts	caf1	10	TRUE	TRUE	NA
COL3A1	TRUE	COL3A1	Fibroblasts	caf1	11	TRUE	TRUE	NA
INHBA	TRUE	INHBA	Fibroblasts	caf1	12	TRUE	TRUE	NA
MMP11	TRUE	MMP11	Fibroblasts	caf1	13	TRUE	TRUE	NA
ASPN	TRUE	ASPN	Fibroblasts	caf1	14	TRUE	TRUE	NA
COL11A1	TRUE	COL11A1	Fibroblasts	caf1	15	TRUE	TRUE	NA
VCAN	TRUE	VCAN	Fibroblasts	caf1	16	TRUE	TRUE	NA
SULF1	TRUE	SULF1	Fibroblasts	caf1	17	TRUE	TRUE	NA
COL5A1	TRUE	COL5A1	Fibroblasts	caf1	18	TRUE	TRUE	NA
COL12A1	TRUE	COL12A1	Fibroblasts	caf1	19	TRUE	TRUE	NA
COL1A2	TRUE	COL1A2	Fibroblasts	caf1	20	TRUE	TRUE	NA
ACTA2	TRUE	ACTA2	Fibroblasts	caf1	21	TRUE	TRUE	NA
MMP2	TRUE	MMP2	Fibroblasts	caf1	22	TRUE	TRUE	NA
COL6A3	TRUE	COL6A3	Fibroblasts	caf1	23	TRUE	TRUE	NA
TAGLN	TRUE	TAGLN	Fibroblasts	caf1	24	TRUE	TRUE	NA
DCN	TRUE	DCN	Fibroblasts	caf1	25	TRUE	TRUE	NA
IGFBP3	TRUE	IGFBP3	Fibroblasts	caf1	26	TRUE	TRUE	NA
COL5A2	TRUE	COL5A2	Fibroblasts	caf1	27	TRUE	TRUE	NA
MFAP5	TRUE	MFAP5	Fibroblasts	caf1	28	TRUE	TRUE	NA
IGFBP5	TRUE	IGFBP5	Fibroblasts	caf1	29	TRUE	TRUE	NA
ISLR	TRUE	ISLR	Fibroblasts	caf1	30	TRUE	TRUE	NA
CTGF	FALSE	CCN2	Fibroblasts	caf1	31	TRUE	FALSE	NA
CTSK	TRUE	CTSK	Fibroblasts	caf1	32	TRUE	TRUE	NA
FBLN1	TRUE	FBLN1	Fibroblasts	caf1	33	TRUE	TRUE	NA
TIMP3	TRUE	TIMP3	Fibroblasts	caf1	34	TRUE	TRUE	NA
COMP	TRUE	COMP	Fibroblasts	caf1	35	TRUE	TRUE	NA
ITGBL1	TRUE	ITGBL1	Fibroblasts	caf1	36	TRUE	TRUE	NA
CCDC80	TRUE	CCDC80	Fibroblasts	caf1	37	TRUE	TRUE	NA
MXRA5	TRUE	MXRA5	Fibroblasts	caf1	38	TRUE	TRUE	NA
FNDC1	TRUE	FNDC1	Fibroblasts	caf1	39	TRUE	TRUE	NA
SDC1	TRUE	SDC1	Fibroblasts	caf1	40	TRUE	TRUE	NA
AEBP1	TRUE	AEBP1	Fibroblasts	caf1	41	TRUE	TRUE	NA
CXCL14	TRUE	CXCL14	Fibroblasts	caf1	42	TRUE	TRUE	NA
MFAP2	TRUE	MFAP2	Fibroblasts	caf1	43	TRUE	TRUE	NA
PLAU	TRUE	PLAU	Fibroblasts	caf1	44	TRUE	TRUE	NA
SPARC	TRUE	SPARC	Fibroblasts	caf1	45	TRUE	TRUE	NA
ELN	TRUE	ELN	Fibroblasts	caf1	46	TRUE	TRUE	NA
FBN1	TRUE	FBN1	Fibroblasts	caf1	47	TRUE	TRUE	NA
PRSS23	TRUE	PRSS23	Fibroblasts	caf1	48	TRUE	TRUE	NA
PALLD	TRUE	PALLD	Fibroblasts	caf1	49	TRUE	TRUE	NA
DPT	TRUE	DPT	Fibroblasts	caf1	50	TRUE	TRUE	NA
NDUFA4L2	TRUE	NDUFA4L2	Fibroblasts	pericyte_like	1	TRUE	TRUE	NA
RGS5	TRUE	RGS5	Fibroblasts	pericyte_like	2	TRUE	TRUE	NA
ACTA2	TRUE	ACTA2	Fibroblasts	pericyte_like	3	TRUE	TRUE	NA
ADIRF	TRUE	ADIRF	Fibroblasts	pericyte_like	4	TRUE	TRUE	NA
MCAM	TRUE	MCAM	Fibroblasts	pericyte_like	5	TRUE	TRUE	NA
NOTCH3	TRUE	NOTCH3	Fibroblasts	pericyte_like	6	TRUE	TRUE	NA
PPP1R14A	TRUE	PPP1R14A	Fibroblasts	pericyte_like	7	TRUE	TRUE	NA
CRIP1	TRUE	CRIP1	Fibroblasts	pericyte_like	8	TRUE	TRUE	NA
SPARCL1	TRUE	SPARCL1	Fibroblasts	pericyte_like	9	TRUE	TRUE	NA
COL4A1	TRUE	COL4A1	Fibroblasts	pericyte_like	10	TRUE	TRUE	NA
TPPP3	TRUE	TPPP3	Fibroblasts	pericyte_like	11	TRUE	TRUE	NA
PTP4A3	TRUE	PTP4A3	Fibroblasts	pericyte_like	12	TRUE	TRUE	NA
MYH11	TRUE	MYH11	Fibroblasts	pericyte_like	13	TRUE	TRUE	NA
TAGLN	TRUE	TAGLN	Fibroblasts	pericyte_like	14	TRUE	TRUE	NA
COL18A1	TRUE	COL18A1	Fibroblasts	pericyte_like	15	TRUE	TRUE	NA
CSRP2	TRUE	CSRP2	Fibroblasts	pericyte_like	16	TRUE	TRUE	NA
TINAGL1	TRUE	TINAGL1	Fibroblasts	pericyte_like	17	TRUE	TRUE	NA
COL4A2	TRUE	COL4A2	Fibroblasts	pericyte_like	18	TRUE	TRUE	NA
MEF2C	TRUE	MEF2C	Fibroblasts	pericyte_like	19	TRUE	TRUE	NA
MYLK	TRUE	MYLK	Fibroblasts	pericyte_like	20	TRUE	TRUE	NA
COX4I2	TRUE	COX4I2	Fibroblasts	pericyte_like	21	TRUE	TRUE	NA
CRIP2	TRUE	CRIP2	Fibroblasts	pericyte_like	22	TRUE	TRUE	NA
A2M	TRUE	A2M	Fibroblasts	pericyte_like	23	TRUE	TRUE	NA
ARHGDIB	TRUE	ARHGDIB	Fibroblasts	pericyte_like	24	TRUE	TRUE	NA
HIGD1B	TRUE	HIGD1B	Fibroblasts	pericyte_like	25	TRUE	TRUE	NA
CAV1	TRUE	CAV1	Fibroblasts	pericyte_like	26	TRUE	TRUE	NA
GJA4	TRUE	GJA4	Fibroblasts	pericyte_like	27	TRUE	TRUE	NA
PGF	TRUE	PGF	Fibroblasts	pericyte_like	28	TRUE	TRUE	NA
MYL9	TRUE	MYL9	Fibroblasts	pericyte_like	29	TRUE	TRUE	NA
EGFL6	TRUE	EGFL6	Fibroblasts	pericyte_like	30	TRUE	TRUE	NA
SOD3	TRUE	SOD3	Fibroblasts	pericyte_like	31	TRUE	TRUE	NA
TPM2	TRUE	TPM2	Fibroblasts	pericyte_like	32	TRUE	TRUE	NA
MAP1B	TRUE	MAP1B	Fibroblasts	pericyte_like	33	TRUE	TRUE	NA
ANGPT2	TRUE	ANGPT2	Fibroblasts	pericyte_like	34	TRUE	TRUE	NA
CSRP1	TRUE	CSRP1	Fibroblasts	pericyte_like	35	TRUE	TRUE	NA
ITGA1	TRUE	ITGA1	Fibroblasts	pericyte_like	36	TRUE	TRUE	NA
PLXDC1	TRUE	PLXDC1	Fibroblasts	pericyte_like	37	TRUE	TRUE	NA
FRZB	TRUE	FRZB	Fibroblasts	pericyte_like	38	TRUE	TRUE	NA
EPS8	TRUE	EPS8	Fibroblasts	pericyte_like	39	TRUE	TRUE	NA
NR2F2	TRUE	NR2F2	Fibroblasts	pericyte_like	40	TRUE	TRUE	NA
TFPI	TRUE	TFPI	Fibroblasts	pericyte_like	41	TRUE	TRUE	NA
CNN1	TRUE	CNN1	Fibroblasts	pericyte_like	42	TRUE	TRUE	NA
PDGFRB	TRUE	PDGFRB	Fibroblasts	pericyte_like	43	TRUE	TRUE	NA
